text_clean,polarity
lepas efisiensi kuliah onlen sosialisasi somehow relieving terus rasa baru semester susah erti materi susah banget komunikasi kelompok diskusi,negative
year waktu ajar tahun kumpulin uang tahun milih swasta lanjur pusing kuliah tugas mikirin buat pusing terus kadang kuliah onlen susah masuk otak banding kuliah oflen,negative
pindo tugas kelompok kabeh seng garap kene masalah stre grup dielengno gadirespon santaie chat koyok ganokk duso podo kuliah onlen tanggung jawab sibuk dewe,negative
takut kuliah onlen kampus tibatiba cuti tibatiba skip utsuas asi kerja banyak informasi simpang siur alias emang gua males ngikutin berita kampus wkwk,negative
guna guna tahu kamu kuliah jadwal kuliah onlen udah bantuin kena stroke hargain sakit gilir butuh waktu enak nyuruh nyuruh bilang kuliah lngsg digituin benci,negative
jujur maba kaget banget kuliah onlen gin minggu pertama tugas tumpuk gamasuk akal gitu kaya lelah menang baru awal lemah banget baru awal sudah menang menang,negative
jarang banget kuliah onlen gin mikirin tampil sekali rapi dandan pakai lipstik alis pulaa ehhh jadi kelas dongg parah bund sayaaa,negative
dear sebentar tinggal suami pergi nasib tinggal hubung jarak jauh suami kuliah sedih sedih nihhhh rang orang kuliah onlen laki oflen,negative
tahu mulai nyaman sama kuliah onlen lingkung rumah ngedukung ajar berisik enak tugas tumpuk asli doang lebih suka jadi lambat dikit gara butuh paham extra materi ajar,negative
tolong udahan kuliah onlen erti stre tugas materi tidak paham,negative
bagaimana pegang handphone orang onlen gin kuliah onlen infoinfo grup chat email lain gak mau lihat pegang handphone terus usah suruh kuliah suruh sawah tidak pegang handphone terus masalah selesai,negative
kuliah onlen asa ajar tatap muka vibe ajar youtube serius serius penting hadir,negative
main tiktok serasa kuliah onlen cari hibur ajar kuliah bantu banget banyak info jadi pusing takut lagi,negative
cuma ngerasa kuliah onlen gin ada sensasi kuliah wkwkw soal sudah aktif kuliah gin ngerjain tugas gin sensasi ada tertawa rumah libur kemarin bantuin rumah cont,negative
tidur malam bawa relax santai tidur asa sebentar real life tidur siang bawa cemas panik tidur asa real life sebentar tidur siang buat cemas faktor kuliah onlen,negative
serius kadang tanya doses menit detik mikirin struggle mahasiswa ngerjain tugas kaya tidur nafsu makan sakit ujung took their lives tekan banget kuliah onlen,negative
enak kuliah onlen ganggu sama orang rumah kaya punya tempat privacy kaya sudah orng rumah cari perhati sama aktivitas kamu ngegangguin zona nyaman kamu udah ajar bawa emosi kalo gin oflen bebas ganggu,negative
ngerasa bodoh bangetttt otak kayak apa kuliah onlen akuin mampu teknologi memang bagus jujur gantung sama teknologi otak jarang pakek kayak gitu buat bodoh,negative
kesal sama kuliah onlen tidak paham ada terus omong jaga jgan suka ngupat bukan lbih baik tahu letak ucap lagi canda serius pusing cari whatsapp dosen malah gin sukur mash sabar,negative
sedih banget kuliah onlen pandemi gin duit ada duit ada duit tidak ada duit,negative
kamu salah bilang kuliah onlen psikopat kampus pandemi sistem full onlen bus jurusanya onlen jadi pakai virtual lulusanya kalah tatap muka,negative
nyata kuliah onlen susah susah cerna materi tonton lewat gmeet kmren habis nonton prodi kelas onlen pusing ajar ekstra huhu,negative
smartfren parah banget masa kemarin bisa paket data pulsa potong trsan sisa besok hari senin mulai kuliah kalau gin gimana kuliah onlen besok kelar smartfren,negative
unsr ngerasa kuliah onlen gin ada sensasi kuliah wkwkw soal sudah aktif kuliah gin ngerjain tugas gin sensasi ada tertawa rumah libur kemarin bantuin rumah cont,negative
mahasiswi semester kenan izin menang butuh pulsa beli kuota internet kuliah onlen masa pandemi kuliah guna zoom video call google meet google room makan kuota terimakasih,negative
males kuliah onlen lambat gin bain cari sinyal terus ngerasa bodoh banget tidak erti bodoh banget otak najis,negative
kuliah onlen susah dikit nugas dedline alamin semester lebih baik buang terus pergi tempat sepi sendiri hilangin penay,negative
nderr rasa habis kelas kayak nyesel menang keselll abis materi susah banget ditangkep kuliah onlen benar ngerasain stre sekarang waktu ajar uji tulis bas komputer sekarang masuk kuliah ambyar aduh ken oflen,negative
emang kira senang kuliah onlen bayang lihat cuci piring bantu bilang cuci kuliah orang tua kamu bilang sedang apa perlu perlu pergi kata kuliah marah sakit hati akhir akhir menang,negative
lelah banget kuliah onlen maaf rant just have indo moots here lelah banget cape double triple lalalallaa,negative
kuliah onlen sore buat emosi bagaimana cerita absen lambat belakang absen lambat,negative
indihome bagaimana down down terus sinyal hilang idup hilang idup dooong kuliah onlen siang,negative
cerita salah satu adik mahasiswa cerita klau adek tingkaynya ikut demo kuliah onlen dosen tanya bagi tuntut nyata tahu share isu bohong whatsapp sngat sayang jadi,negative
bangsat anjing tolol kuliah onlen memek,negative
udahmah jalan semester drama kuliah onlen jadi pikir salah jurus akhir masa kuliah haha ulang bagaimana tinggal buang waktu menang dech,negative
oveku kuliah onlen besok kuliah code eror ribet form aduh materi kuliah diupload moga jaring lambat,negative
ganggu kuliah onlen tawon samping kamar kebon tawon bebas pasuk kamarrrr,negative
fakta viral video mahasiswi mesum kuliah onlen kupang korban aku korban hack,negative
adik besok puasa tidak sama besok kuliah takut maki maki kuliah onlen,negative
keluar keluar tidak penting pandemi cepat kelar anjing cape kuliah onlen tinggal pelosok susah banget signal bangsat,negative
beri tahu sekolahkuliah onlen jangan fokus duduk sekarang beneran lemes banget badan gel gara-gara jaman duduk sila pindah posisi sama sekali jangan lupa siapin cemilan makan malam tetap lemes sekarang,negative
cuma kaliaaan butuh kuliah onlen ngerasa jenuh pusing gitu adaaa jadi minus mata nambah gitu minus,negative
ampun relate banget tugas kelompok asa tugas individu gara gara susah banget hubungin orang kuliah onlen gin,negative
baru hari dua kuliah onlen tugas tumpuk tugas kelompok anggota suram,negative
kuliah onlen ribet bgtudh grup baru belum grup kelompok ken uninstall whatsapp rasa ramai benar pusing jadi,negative
lahir list masalah hidup kuliah onlen tugas tumpuk kerja jauh honor uang minta malu jadi ngutang punya hutang bingung bayar bagaimana cinta bodo disakitin aktivis mulai malas teman satu,negative
nama james house slytherin warna suka warna serba gelap hidup sibuk kuliah onlen sambat misuh rebah kabar ngantuk lemes mood,negative
gausa ngeluh gais enak kuliah onlen loooo udah kerja terus kuliah lalalala banget sementang rumah gabolej gitu ngeluh gasin saking sebel banget nasib jadi orang allah untung teman,negative
tinggal kuis gara gara tidur emang buat kesal bgstnya minggu gin otak rusak gara-gara kuliah onlen,negative
amiin bismillah banget kakak kuliah samarinda unmul kaktahun kemarin alami curi lemptomnya ambil kosannya kasi banget deeh baru masa demik kuliah onlen jadi susah banget pinjam leptom adik kelasnx,negative
kuliah benar uang kuliah tinggal usah dipikirin orang tua cari apanih wkwk hati nurani lihat orang pengap cari uang kuliah onlen rumah uang kuliah tinggal full,negative
bangsat kuliah oflen anjing kuliah onlen suruh cari hama daerah sekarang tanya jakarta hama tikus tikus kantor baru,negative
kesal banget kuliah onlen keliru jadwal deadline terus absen bolong keliru jadwal,negative
ruparupa kuliah onlen maaf izin ambil gofood maaf suruh masuk mobil maaf izin nidurin ponaoan izin lambat nganter mamah pasar gitu bapak dosen kelas online dosen sarwani,negative
sihh takut kuliah onlen takut sampai dosen tidak nyampe otak awal masuk kuliah onlen semester ganjil mikirin detik huhuhu jujur takut banget,negative
semester tranding sebenernya dikeluhin banget kondisi kuliah onlen gin pribadi suka mikir tidak pandemi gin mungkin gabakal jadi rajin gabakal dina ajar pahamin materi benar,negative
gawat musim hujan mulai datang cari kartu sinyal hilang hujan penting kuliah onlen dosen gak mau tahu kondisi sinyal mahasiswa tahu bangun indonesia meratakhususnya bidang teknologi,negative
kuliah oflen nugas tidur rasa salah nyuri nyuri waktu time ngemall weekend rasa weekend kuliah onlen gin jangan jangan tidur ngerasa salah banget buang buang waktu cicil nugas,negative
benar kuota hilang isi gift pdhl pakai nomerku balas kolom mohon tanggungjawab kuota kuota kuliah onlen mohon bijaksana hangus apa,negative
bayar kuliah beli laptop kuliah laptop versi lawas sowag banget sekarang kuliah onlen jadi lambat banget terus sisa nyenengin orang,negative
bagaimana usaha mati mati kuliah onlen respon orang tua bawa curiga sakit engga lelah banget anjing banget tuhan panggil lelah banget tuhan,negative
apa brouw turut kuliah onlen berat oflen menang stre nangisin tidak usah ditahannn basi kamu hang brother tetap semangat this shall,negative
kuliah onlen sebab sakit punggung sakit leher parah sakit jiwa,negative
sibuk kuliah onlen tingkat akhir sibuk lapor magang sibuk pesan olshop sibuk proposal tugas akhir sibuk part time again again never ending lelah banget jujur menang,negative
coba coba cinta gagal coba diet gagal coba masa bodo gagal gatau kuliah onlen sudah cape tambah masalah depresi,negative
males mata degan naik minus tapi diomelin handphone teroo ibunda ayahanda harap anak kuliah onlen kaget minus nambahh,negative
mahasiswa butuh motivasi survive kuliah jadi dapat motivasi kuliah onlen ambil laptop ajar kasur tidur motivasi butuh aksi ubah motivasi aksi nama basi,negative
pihak tri memang beri bijak situasi pandemi darurat oke sekolahkuliah onlen standart aja gausa diberatin dalih paham ngentot situasi darurat tambah beban pikir heran,negative
sedihh kuliah onlen susah banget koneksi telkomsel lambat padahal beli kuota mahal lelah keluar masuk zoom terus emosi terus jdnya kuliah,negative
kalau kembali kaya lelah banget kuliah onlen ngerasa bodoh cita cita halang gara pandemi,negative
bapak rektor bapak kemendikbud mahasiswa indonesia dapat kuota janji wakil rasa sedih temanteman sambat kuota pakai boros kuliah onlen,negative
wajar mata perih otak lelah gara-gara kuliah onlen terus like literally everydaywalaupun benar memang hari kuliah jing lelah banget mata,negative
pusing kuliah onlen kampus minta uang terus make fasilitas terus anjing dewan wakil rakyat ulah diem tahun engga diem,negative
hari stres berat rantau kuliah onlen handphone ambil tukang kontra menang bingung tugas kuliah handphone handphone baru ganti beli bain part time kuliah ambil orang gadai,negative
anjing gajelas ldkm nyebelin modul uras otak makalah anjing kuliah onlen masa masa bosan,negative
seudah capek kuliah onlen terus bilang nikah gapernah serius anjer bicara alias hidup nikah ribet,negative
bosan poko bosennnn bosan tugas bosan zoomgmeet bosan kuliah onlen bosennnnnn,negative
kuliah onlen pegang handphone whatsapp dikit tinggal informasi aduh,negative
semester mata kuliah metodologi teliti cerna otak gara gara kuliah onlen tiba tiba tugas suruh cari judul skripsi,negative
accord aktif aktif suruh twitter sekarang bilang aktif kuliah onlen jadi sulit gara lambat banget besok minggu lot,negative
rasa dampak kuliah onlen tugas teroo rem,negative
ditemuin jalan terus cari usaha jadi stop nyalahin ada nyalahin corona nyalahin kuliah onlen males cari solusi temuin cara ajar efektif kamu,negative
kuliah onlen buat kelas mahasiswa gaboleh komen beri materi beri tugas ajak zoom gak mau terus kelar gitu waktu ajar pikir cari duit bayar gaji kampus kedip mata kali yastaga semena banget idupnya,negative
jadi hafalin uji koas kasus gak mau paham coreintinya jadi ajar beban presentasi jadi masih preklinik lagi kuliah onlen bosan paham banget,negative
izin sakit sekolahkuliah onlen rumah otak tetap ajak mikir sakit,negative
plis corona pergi ken kuliah oflen lelah banget kuliah onlen punggung mata sakit nihh huee kuota cair perintah minggu landkskskskskakdjiendn,negative
kuliah onlen orang erti hari kuliah kamar kira hari rebah sedang apa jungkir walik nugas kuliah oflen orang erti colong main pulang malam rasa beda,negative
handphone kentang menang anjing kuliah onlen banget aplikasi satu make zoom satu google room satu edlink whatsapp share materi simpan jadi penuh terus guna kampus demoin aplikasi edlink bngst kelas satu aplikasi,negative
mhayiii fangirl emang candu gapaham untung lambat ngumpulin tuga kuliah onlen gin seperti rasa males jadi jadi malas ngapa sedang apa ken rebah terus scroll handphone,negative
gak mau kuliah oflen gak mau kuliah onlen udah kayak hidup segan mati gak mau,negative
kuliah onlen kalau niat ajar tinggal kasih slide show materi tugas beres pakai pindah jadwal lebih baik satu doang minta geser otak mahasiswa geser kuliah udah pusing duluan,negative
hari alpa kuliah onlen slide presentasi panjang lebar hilang gara laptop ngelag naskah novel edit kesave baru pagi sial banget bingung tertawa menang,negative
kuliah onlen like bangun pdhl jadwal kuliah lihat terus degann hati duhh lambat lambat lambat lari buka laptop beranta buka handphone whatsapp jadi orang hariin masuk masuk minggu kebal,negative
delapan bulan hidup hancur sekolahkuliah onlen terus miskin lonjak dokterperawat korban tenaga nyawa dllzonk hari tingkah porn fugitive buat gemeter aparat negara guna lanjut pakai masker,negative
gin susah kuliah onlen tugas kelompok kelompok diem terus hubung susah alias njuweti,negative
kuliah onlen teman real life jelasin iniitu soal pasal gilir tanya inti susah rakyat balas oflen butuh cerah gimanalah ngotot gilir tanya intisari kesana jawab,negative
kemdikbud sebentar bodoh kalah jeblok orang marah kuliah onlen mental breakdown,negative
awal kuliah onlen tulis izin toilet aneh mkin kyknya memang perlu izin tinggal ruang virtual iseng bapak dosen suka tiba panggil mahasiswa jawab detik lngsung alpa anggap tidur,negative
butuh orang bangun hari kuliah onlen alias lambat terus anjerrr absen sisa,negative
covid paksa perintah putar otak henti sebar wabah upaya perintah upa kuliah onlen sebut online jaring kuliah guna sistem tatap muka koneksi internet perlu rumah,negative
tinggal kuliah onlen gak mau tular libur milih tinggal rumah mall kuliah wajib oflen hindar orangorang takut bawa virus,negative
skrngg kuliah onlen terus suruh urut kelompok kelas cara lotre urut kelompok onlen gmnaa tahu apkwebnyaa gimana cara kerjanyaa suwunnn seng jawab,negative
minggu gin gin doang buka disney plus burikkuliah onlen suara patah patah bagaimana minggu oyyyy masa bayar lagu tathering handphone bokek,negative
kamu fokus ngehadepin pandemi sumph lelah banget kuliah onlen bayar uang kuliah tinggal full ilmu ada masuk utama anak teknik salah ajar benar kamu tahu tidak anak teknik praktekny,negative
tekad bahasa korea pandemi benar hilang sumpaaa virus bersih rasa jadi orang guna sama sekali kerja rebah bucin kamar terus mana overthingking kena kuliah onlen kembali masa normal,negative
viral video mahasiswi mesum kuliah onlen kupang kronologi klarifikasi korban download aplikasi tribunnews update berita baru dapat android,negative
kakak ngerasain nama kuliah onlen adik ganggu rumah kasih beban buat gila orang saudara orang tua bilang males punya beban santai,negative
baru pertama kali semenjak kuliah onlen ngerasain fatigue benar benar rasa banget mulai mata perih banget lihat layar duduk depan pakai kursi ergonomis gel ngerasa kasi maksa badan kerja terus,negative
kawan kuliah onlen terus absen onlen elearning pilih present late excused absent milih absen soal diingetinnya lupa absen elearning,negative
hari tidur bangun terus pagi bangun mata kanan sakit bangett kaya bintit benjol ngedip sakit gitu faktor lelah sering lihat layar pengaruh kali soal kuliah onlen pantengin laptop terus,negative
kuliah onlen orang sengaja unmute tegur teman kelas malu takut keringet dingin dosa besar salah bakal keinget bertahuntahun,negative
nonton series cerita kompleks rumit bosan gak mau tonton sama tamat paham cerita rasa kuliah onlen semester,negative
sambat lelah beri kuliah onlen kerja harus luar rumah lelah jugaa kasi,negative
semester paham terus mahasiswa diam suruh dosen instropeksi mandiri kalau sudah mahasiswa buku artikel lain paham tanya langsung dosen malas tanya mampus jadi sulit kuliah onlen,negative
jadi alangalang ajaaa gak mau kuliah onlen lelah banget benar stre ada abis kejut tugas duar tiba langsung uji pdhl baru minggu masuk semester baru uji device wajib oncam sistem uji aduh gataulah kayak,negative
hidup sekitar kamar kuliah onlen ngerjain tugas gitu hari stre banget tahu sampai searching internet bagaimana cara ngatasi stre wkwkwk terus nemu artikel tarik mandiri sabi coba praktekin,negative
sebel banget sama kuliah onlen gin gadapet uang saku yekan privat tetangga alhamdulillah dapetnya beli kuota beli kuota sudah gapunya duit nabung begimane anjrot sudah buka usaha modal tidak,negative
tugas public speaking sudah siapin tema lebih baik mental health pandemi gaya hidup sehat sehat bahagia kuliah onlen baiklebih buruk ajar batas benci speech freedom speech,negative
gapapa dangdut pusing kirakira volume pandemi kuliah onlen meeting onlen tidak kedengeran nugas tidak konsen sabtu minggu malam bebas kaya orang hajat tidak apa hari kerja pagisore kira volume,negative
sebenernya salah satu mahasiswa pakai wifi ajar kuliah onlen memang bantu kuota dilema pakai kuota kadang dosen media ajar lewat youtube jadi perlu kuota reguler buka bantu kuota ngecover,negative
untung ibu sangat erti kuliah onlen gabakal ganggu orang masuk rumah terus bicara pakai suara keras dikit dimarahin takut ganggu kamar main handphone wkwkwk,negative
pulsa tekomsel kuliah onlen dsini gunain telkomsel signalnya masalah harga kuota tlkomsel lumayan boros zoom kali kuota bulan sampai bulan habis huee wish luck maksih,negative
lewat absen psikom kali sungguh kuliah onlen bangsat pergi lupa absen,negative
maapin bengek kira kuliah online barat nyata kuliah onlen ajshshsh kayak akhir tahun akutu pusing magang ganti ganti online allah pusing keliling lingkar alias selese,negative
ngelupain sibuk sama urus sangkut paut sama sahabat kuliah jurus beda waktu kuliah oflen susah ketemu kuliah onlen jadi kampung kadang ketekunatau,negative
kuliah onlen rasa tugas kuliah masuk akal tugas waktu istirahat hilang produktivitas hari abai cekcok urai banyak tuntut hantam skill individu rendam enak kuliah onlen,negative
tanya kuota ajar kampus ada jelas kuota dibales gilir tanya kuliah onlineoffline dibalesinnya kenceng onlen pihak tanyain balik nyuruh tanya kampus hshsh banget,negative
ngerasa kuliah onlen masalah beban kondisi sekitar tekan udah kalo engga empat sama kondisi keluh usah judge cukup didenger bijaksana diam,negative
anjing gak mau kuliah onlen gin kepala rasa ledak tugas emang kalau pikir gaseberapa kalau lihat tembok tembok gimana stre sumpah nyerah,negative
hallo wifi mati mati terus lelah revivenya beban lebih baik ikut kuliah onlen jika bayarin uang kuliah rela dcan,negative
cuma biasa malas malas tiba kuliah onlen aduh malas banget,negative
ganggu terus paksa bolos kuliah onlen gara ganggu benar,negative
abdul tugas seuer karaos lelah kuliah onlen kakak perempuan mamah kerjaken kalau jadi orang moal beres tugasna nyarita kakak mamah abdul bijak gin mamah,negative
koala semester lumayan deket semester turun sedih banget gara-gara malas kuliah onlen alias gapaham materi,negative
cuma jadi curhat lelah banget kuliah onlen tugas gakira kira kaya amoeba belah dirumusin jadi pangkat terus jadi stre bantu tidak stre cara gampang tinggal cont,negative
jadi curhat lelah banget kuliah onlen tugas gakira kira kaya amoeba belah dirumusin jadi pangkat terus jadi stre bantu tidak stre cara gampang tinggal cont,negative
lambat kuliah onlen lambat pusing banget banyak males nyatat ulang byeee,negative
kuliah onlen nyiksa banget minus mata nambah punggung sakit gara duduk doang hari tugas kuliah kaya dewan wakil rakyat urus tidak kelar,negative
baru masuk kuliah onlen terus drama error dosen slow espon masuk sesuai jadwal susah absen duhhhhhh kayak drama gitu seru hhuhuuhhihi,negative
kata gaboleh lihat layar terus terus radiasi mata rusak lain kuliah onlen zoom gmeet habis kelas kasih tugas mata kuliah onlen buat lelah mata pusing terus,negative
kuliah onlen tugas ngadi ngadi oflen enggak sambat bareng wkwkwkwk nugas bareng garap bareng gadang bareng praktikum bareng ngelab bareng stre stre soal kawan,negative
semenjak kuliah onlen doang rajin ngerjain tugas kayak uber setan oflen jangan lanjur cape males nanti,negative
kuliah onlen gin cocok banget sama yang lupa anjirrr lupa absen mata kuliah pertamaaaa aaaa lambat banget kulon menang,negative
tahan kuliah onlen jaring doang tugas kelompok gedek grup kelompok read doang tanya bagaimana tugas allahuma kuat banget rasa jadi tugas individu,negative
kuliah onlen dosen marah marah mahasiswa pusing pusing,negative
akibat kuliah onlen kuota habis bantu cair tugas tumpuk kejar deadline materi ada masuk praktek mandiri buat merana uang kuliah tinggal tetap lancar jaya,negative
kemarin lihat berita mahasiswa semarang jebur orasi hari lihat berita kata mahasiswa bakar rumah makan lejen malioboro jaman krisis kuliah onlen uang kuliah tinggal turun pikir beli molotov,negative
untung ambil kuliah onlen kuliah kerja doang sisa gitu cape ngeluh terus,negative
kangen kuliah tamuk bosan pergi kuliah onlen bosan pergi anjing,negative
pikir rugi kuliah onlen huhu opomaneh fadli sinyale mesti elek aduh anjing,negative
lewat grogol demo kasi mahasiswa udah kuliah onlen pandemi gin paksa turun jalan gara perintah ikan makan tomat goblok,negative
benar kontribusi kali bantu bayang kuliah onlen gin stres tambah bapak sakit ngerjain tugas terus bapak ada disalahin engga udah bilang punya prioritas,negative
daerah tambun bekas ganggu bagaimana mati nyala aplikasi first media error kuliah onlen,negative
kalau alhamdulillahaku year pandemi temenku ngechattetep semangat tahun ngarep ospekmu bakal seru onlen teman sambat soal ospekampkuliah onlen inipdhl nganggep epic tahun serba onlen,negative
khawatir kuliah onlen takut bisa pahamin materi paksa oflen ngeri kena,negative
kuliah onlen jalur prestasi bosan pakai jalur reguler absen login makan teman nugas,negative
kuliah onlen tugas jadi kira sehat tenang kdng kalau laper makan buah ayoo makan dulu terus makan bnyakk,negative
disminore kuliah onlen duduk jam rasa jadi ironmen juang lawan thanos peter lihat stark mati sakit jarvis tinggal majikan hawkeye lihat black widow bunuh unchh kesaaaaaaal,negative
bodoamat kuliah onlen gapaham giat onlen gapaham panitia onlen gapaham gapaham chat grup numpukk rasa handphone,negative
pandemi kuliah onlen tangis tugas datang lelah banget sanggup,negative
teman kuliah onlen gak mau dengerin dosen enggak usah bicara nyakitin gin lucu asli sexual hara ment harga kuliah ilmu ajar gak mau ajar sudah bolos,negative
pandemi covid ubah tatanan hidup bijak kuliah onlen online ambil perintah laksana pihak kampus bagai metode masingmasing,negative
pakk nik kulo kuliah onlen dino listrik mati ngeten kulo bodo nyalahno sampean angsal mboten bodo tambah bodo mbek listrik seng mota mati tryout mbok tulong,negative
cerita singkat tolol waktu kuliah onlen kemarin waktu lupa matiin mute ulang waktu jalan jauh lupa matiin mute dimarahin satu kelas,negative
kumat ros error jaringangmna kuliah onlen ganggu data internet kampus medit tolong,negative
bodoh kuliah onlen ulang beda makul dosen niat tidur tengah nunggu kuliah tidur jam bangun panik presentasi absen lambat menit sudah tutup paling,negative
anak tinggal mbak takdir ikut kuliah onlen jadi pikir terus sakit bawa pikir kondisi sakit ajar,negative
kuliah onlen pandemi benar buat benci balik kota tempat kuliah denger nama kota sudah degdegan pusing trauma takut balik kesana baik nyaman,negative
cuma plis minta dapat kuliah onlen salah satu fakultas tahu nyata mata kuliah arab jadi salah satu syarat wisuda motivasi ajar bahasa akhirakhir tekan kondisi cont,negative
dilema kuliah onlen batas sinyal koneksi buruk bantu kuota bantu guna sinyal kuat buka platform guna kuliah,negative
kangen kutek kesal banget lihat orang orang kumpul berame ramai pandemi gin sedih cape cape ngurung rumah kuliah onlen pusing,negative
curhat dikit sakit tipesnya kambuh jadi rawat infus rumah tapi kuliah onlen terus tugas nulis tangan deadlinenya terus orang rumah keluar belikan obat sudah tidak bantuin alhasil darah,negative
besok kuliah onlen bolos absen gegera sinyal jelek sinyal lambat tibatiba hilang dosen killer,negative
kuliah onlen absen tinggal tidurkemudian suruh rapat kampus tetiba teori tatap mukaoffline bajing lucu ngumpulin kertas kosong,negative
mandi brother kesal mandi siap siap kuliah onlen kesal brother gitu tidak kelas batal undur,negative
kuliah onlen handling olshop baru jalanin pandemi tahun ganti tahun handphone retak gara jatoh kena anti gores aman aneh banget,negative
kuliah onlen kerja kelompok buat bingung kumpul kelompok nongki whatsapp grup doang yaampun ruwet,negative
sumpah lelah banget kuliah onlen gin masalahny bayar lumayan mahal udah gitu ada potong sistem belar jarak jauh cacat banget udah gitu angkat gabungin kelas zoom ilmu dapat ngerasa tolol,negative
dosen kuliah onlen gin meeting ngasi ebook slide presentasi sama tugas abrek habis hilang terus minggu marahin sudah,negative
kemarin butuh banget nama tidur rasa banget butuh biasa begadang sembuh hajar kuliah onlen pagi,negative
jujur mual banget kuliah onlen serba salah kaya gin jujur mata sakit banget lihat layar berjamjam jadwal kuliah ada renti tambah tugas habis kelas rasa mata teriak minta copotin gitu,negative
handphone kentang banget kuliah onlen bgni anjrrrrr udah lambat banget kslllll ngeri lambat jawab anjr dosen baperan helpppppppppp,negative
akhirakhir nasihat hatihati argumen perintah khawatir anak jadi korban negara asli sedih lat asli rasa ken matiin hape tahu berita kuliah onlen huhu,negative
cuma semenjak kuliah onlen dimarahin orang kayak bantu bantu terus kadang bilang main handphone terus kuliah jadi serba salah rebah sebentar langsung dimarahin huhuu,negative
gosah ngeluh kuliah onlen terus hari bakal kangen momen momen sial bakal kangen kuliah masak tidur beraq bolos tinggal mute sudah nikmatin,negative
ngomong-ngomong lelah kamu rumah terus rutinitas gitu gitu kuliah onlen pusing tambah ngomel ngomel terus alias buat badmood ngapa sedang apa plis,negative
mbak nana bilang awan kuliah onlen buat mahasiswa alami depresi masuk menang malam inget tugas saking bingung kerja moga pandemi akhir aamiin,negative
kuliah onlen buat pinter sakit kepala sakit punggung sakit mata stre,negative
peperangan hari adek kakak akkooh woey wifi kenapaaaaa kuliah onlen jadi tiba keluar wifi mati kamu pergi wifi adek kamu kuliah keong iyaaaa pergi maaf kazaar jadi peperangan,negative
kuliah onlen susah ngedebat susah kritis gara takut ngdebat diblock dikeluarin tiba soal tanya kadang tahu jawab ubah bahasa huhu,negative
kamu orang kuliah onlen ngerasain kayak rasain kayak lelah banget gitu kuliah dahal cumn duduk doang beda sama sekolah capeny bayar emmg aktivitas gitu serius tanya,negative
cuan waktu luang check kuliah onlen rebah cari sibuk cari cuan kangen kuliah oflen kira kira bakal kuliah oflen pandemi bakal selesai,negative
aku korban video mesum mahasiswi viral istirahat kuliah onlen download aplikasi tribunnews update berita baru dapat android,negative
beli barang ribet banget anjing kuliah onlen ribet tambah ginian ribet idup ribet anjing,negative
maba seperti kuliah onlen maba macam kamu gebukin senior lorong kampus,negative
pagi kuliah onlen bosan jadi iseng baca menit kelas selesai renti menang bagus sedih ceritanyaa,negative
ngeluh lelah kuliah onlen malu orang lelah ngebiaya,negative
kuliah onlen izin sakit internet bagus alas kuliah,negative
pusing magang dospem kejar judul kuliah onlen angguk doang huhu pusing menang sendiri bingung ngobrol sambat sama,negative
kuliah onlen nyiksa banget kasi mata minus jadi nambah minus jadi minus,negative
didik sama finansial kuliah onlen cape struggle sinyal bareng rumah kelaskerjaan terus paksa tunda exchange sampai sekarang gapaham tunda gara gara tunda jadi nambahn semester nambah bayar uktcont,negative
gasuka banget kuliah onlen lambat absen dikit udah bilang masuk kelas pdhl udah diskusi,negative
beli buku linguistik jepang acu mata kuliah linguistik semester kamus bahasa jepang kamus kanji binder binder pulpen sarasa hetset kuliah onlen sisa modal ayah jual ikan hias pasar lanjut bayar kuliah kontra,negative
lelah magang lelah kuliah onlen lelah orang tua ribut terus lelah hidup gin gin,negative
kuliah onlen kerja onlen pusing terus kata sedang apa rumah terus orang bosan seperti lihat anak duduk rumah kerja luar kampus banget corona pergi,negative
terus pusing selaluuuuuu disalahin hape ngentot sekolah kuliah sekarang cari bahan lepas hape sekarang kuliah onlen natap laptop dokter jing nyalahin banyak natep layar tidak ada,negative
kuliah onlen jiwa malas rajin saing soal bosan ken tugas dosen langsung kerjain kuliah tatap muka ada saing jiwa malas rajin banyak malas,negative
kuliah onlen tetap sedih kena sedih lari parkir jauh terus ruang kata kelas libur,negative
kuliah onlen sibuk sibuk banget sibuk sambat sibuk ngerjain tugas paham materi,negative
suka kuliah onlen susah jadi orang gampang stre seperti dikit dikit tekan,negative
gasuka kuliah onlen berak susah enak berak nyata panggil suruh nyaut dianggep tidak dateng sudah jadi odading,negative
sekarang sedih lewat putih gersang jual yang beli jauh kurang gara-gara kuliah onlen,negative
jadi akutu minggu mulai kuliah onlen jadi minggu bakal sibuk review materi kuliah lupa anjing ngurusin ospeknya maba rapat hima tetek bengek bakal hiatus jarang lihat twitter,negative
anak teknik aku teknik susah banget anjinggg otak ganyampe memang bner bodoh lelah banget erti lagiii kuliah onlen,negative
bulan awal tapak dunia kuliah pertama kali rasa kuliah onlen kerja gara kuliah onlen whatsapp penuh grup mulai grup angkat minat kelas ambil repot kuliah onlen,negative
saat pandemi abai mulai bantu kuota belum cair pdahal kuliah onlen uang kuliah tinggal tetap kuliah oflen fasilitas digunaain,negative
ribet banget kuliah onlen presentasi suruh terus satu sisi penuh wajib ajar sisi penuh wajib anak,negative
